;K01;K02;K03;K04;K05;K06;K07;K08;K09;K10;;;;
T5043;58;78;61;84;86;21;58;85;92;37;T5043;660;;
T5044;85;87;32;11;60;76;15;79;67;53;T5044;565;;
T5045;29;100;52;85;36;12;70;73;93;33;T5045;583;;
T5046;72;27;96;59;37;37;58;18;13;16;T5046;433;;
T5047;61;64;77;27;30;36;22;47;98;85;T5047;547;;
T5048;67;37;39;100;89;51;76;96;41;52;T5048;648;;
T5049;88;72;34;58;48;73;98;76;24;49;T5049;620;;
T5050;46;37;98;67;25;83;47;97;31;76;T5050;607;;
T5051;85;59;19;63;53;95;37;59;35;92;T5051;597;;
T5052;54;53;52;82;92;51;92;82;72;29;T5052;659;;
T5053;21;57;85;27;33;29;34;25;11;63;T5053;385;;
T5054;82;19;21;48;16;80;89;69;69;48;T5054;541;;
T5055;25;99;19;21;22;43;46;74;71;73;T5055;493;;
T5056;98;42;14;10;71;49;64;71;17;89;T5056;525;;
T5057;19;38;39;68;23;50;43;62;58;67;T5057;467;;
T5058;13;59;64;76;67;19;74;83;57;77;T5058;589;;
T5059;90;72;44;90;19;17;98;16;90;49;T5059;585;;
T5060;43;45;40;33;58;69;19;58;56;59;T5060;480;;
T5061;61;82;81;36;39;58;67;13;77;86;T5061;600;;
T5062;25;51;28;84;20;84;49;30;32;37;T5062;440;;
T5063;33;46;91;29;41;67;100;74;22;23;T5063;526;;
T5064;15;24;76;23;73;84;72;51;80;26;T5064;524;;
T5065;71;56;57;89;39;49;38;52;23;45;T5065;519;;
T5066;40;59;17;46;38;77;20;51;33;17;T5066;398;;
T5067;52;71;10;96;88;41;84;80;65;27;T5067;614;;
T5068;67;83;60;46;88;47;62;46;32;57;T5068;588;;
T5069;77;77;74;46;97;66;49;87;34;41;T5069;648;;
T5070;48;19;13;46;25;50;76;100;37;26;T5070;440;;
T5071;83;93;32;31;21;76;64;42;35;62;T5071;539;;
T5072;84;11;88;42;94;11;17;28;78;83;T5072;536;;
T5073;86;83;64;33;86;21;19;20;89;33;T5073;534;;
T5074;15;78;93;46;33;21;77;73;39;98;T5074;573;;
T5075;17;96;35;10;36;48;98;70;19;23;T5075;452;;
T5076;24;40;89;56;74;80;76;80;20;63;T5076;602;;
T5077;45;51;22;72;12;40;14;64;42;86;T5077;448;;
T5078;29;58;54;62;29;46;48;81;19;57;T5078;483;;
T5079;38;76;66;34;29;10;52;11;79;33;T5079;428;;
T5080;22;92;40;63;75;48;83;45;96;57;T5080;621;;
T5081;55;55;20;96;75;69;42;19;94;32;T5081;557;;
T5082;68;42;59;89;46;38;49;63;64;93;T5082;611;;
T5083;16;33;81;17;23;40;63;49;93;21;T5083;436;;
T5084;75;73;55;14;83;85;98;50;65;10;T5084;608;;
T5085;88;45;31;84;76;100;12;84;66;85;T5085;671;;
T5086;10;11;25;61;40;38;65;88;54;38;T5086;430;;
T5087;73;83;48;97;55;21;38;62;24;97;T5087;598;;
T5088;78;80;74;49;63;37;14;40;55;90;T5088;580;;
T5089;42;92;19;49;96;52;48;64;16;31;T5089;509;;
T5090;33;36;21;82;49;25;27;14;62;50;T5090;399;;
T5091;62;76;54;28;94;86;30;77;53;79;T5091;639;;
T5092;89;94;57;49;94;78;33;16;22;51;T5092;583;;
T5093;100;61;32;90;76;75;24;96;37;10;T5093;601;;
T5094;85;37;55;71;74;47;94;33;75;81;T5094;652;;
T5095;80;56;100;95;91;41;81;14;86;10;T5095;654;;
T5096;55;61;90;25;33;46;46;56;20;71;T5096;503;;
T5097;87;32;30;41;98;61;26;71;84;11;T5097;541;;
T5098;57;98;25;47;53;62;93;21;93;94;T5098;643;;
T5099;95;36;57;30;84;78;30;29;93;76;T5099;608;;
T5100;21;89;90;68;57;84;97;85;91;84;T5100;766;;
T5101;58;49;91;76;98;88;96;64;46;32;T5101;698;;
T5102;95;45;27;56;35;30;60;18;32;99;T5102;497;;
T5103;61;67;32;97;54;91;97;61;40;98;T5103;698;;
T5104;67;73;37;86;95;16;75;18;63;96;T5104;626;;
T5105;37;40;72;99;40;92;43;74;41;11;T5105;549;;
T5106;65;17;13;97;90;43;24;18;90;12;T5106;469;;
T5107;24;27;72;74;47;78;49;53;72;35;T5107;531;;
T5108;49;64;35;88;95;72;96;44;35;48;T5108;626;;
T5109;10;27;98;25;86;70;84;13;93;34;T5109;540;;
T5110;73;95;41;71;40;31;83;67;85;38;T5110;624;;
T5111;28;84;60;29;98;25;35;86;94;22;T5111;561;;
T5112;24;47;31;66;73;50;96;64;17;92;T5112;560;;
T5113;74;93;79;64;40;32;40;40;87;78;T5113;627;;
T5114;20;23;89;77;83;55;77;86;14;16;T5114;540;;
T5115;53;40;94;72;90;65;30;49;51;47;T5115;591;;
T5116;96;40;26;48;88;19;18;98;27;29;T5116;489;;
T5117;34;24;73;99;14;10;27;100;66;47;T5117;494;;
T5118;38;33;62;15;44;59;71;52;72;23;T5118;469;;
T5119;90;36;51;38;89;26;37;45;65;65;T5119;542;;
T5120;74;98;11;58;97;43;75;19;23;45;T5120;543;;
T5121;37;97;51;64;69;86;74;87;70;36;T5121;671;;
T5122;58;34;76;19;44;92;90;10;46;30;T5122;499;;
T5123;82;81;85;17;32;85;84;76;16;29;T5123;587;;
T5124;38;20;21;97;89;53;95;13;14;82;T5124;522;;
T5125;46;23;91;70;100;44;24;82;21;66;T5125;567;;
T5126;71;99;80;64;75;95;16;74;45;46;T5126;665;;
T5127;43;27;78;53;69;26;75;15;55;40;T5127;481;;
T5128;24;65;81;47;92;86;16;74;85;66;T5128;636;;
T5129;37;10;54;15;11;34;31;26;97;34;T5129;349;;
T5130;41;63;95;89;62;61;74;84;14;50;T5130;633;;
T5131;50;81;97;40;34;74;13;18;18;44;T5131;469;;
T5132;34;32;76;49;100;20;19;40;79;54;T5132;503;;
T5133;88;56;90;63;24;100;47;50;75;54;T5133;647;;
T5134;39;62;52;100;68;31;45;30;93;14;T5134;534;;
T5135;99;91;10;96;82;75;35;65;78;57;T5135;688;;
T5136;39;76;26;67;93;51;95;73;53;87;T5136;660;;
T5137;100;96;16;41;64;93;28;53;90;34;T5137;615;;
T5138;97;60;78;60;10;90;41;22;70;73;T5138;601;;
T5139;24;30;10;19;54;96;38;97;89;89;T5139;546;;
T5140;68;66;26;13;57;79;29;29;30;18;T5140;415;;
T5141;66;31;16;32;85;49;52;23;44;46;T5141;444;;
T5142;56;73;22;95;71;96;45;92;71;99;T5142;720;;
T5143;26;48;87;19;22;60;56;57;81;66;T5143;522;;
T5144;49;57;15;65;72;87;71;69;30;45;T5144;560;;
T5145;53;75;42;34;53;90;34;30;54;44;T5145;509;;
T5146;15;75;57;71;55;92;96;22;90;37;T5146;610;;
T5147;54;27;83;45;48;35;29;22;94;28;T5147;465;;
T5148;23;18;13;10;16;71;88;96;68;35;T5148;438;;
T5149;91;66;57;18;80;32;43;40;65;26;T5149;518;;
T5150;63;76;23;53;36;19;77;63;98;14;T5150;522;;
T5151;66;10;82;20;86;36;33;55;33;57;T5151;478;;
T5152;14;95;68;98;60;13;85;19;28;85;T5152;565;;
T5153;92;69;83;35;59;22;38;66;73;25;T5153;562;;
T5154;72;17;88;47;99;31;85;11;79;97;T5154;626;;
T5155;84;50;82;55;63;97;30;71;74;49;T5155;655;;
T5156;67;69;30;41;25;77;21;59;93;51;T5156;533;;
T5157;28;73;46;20;11;83;40;91;28;29;T5157;449;;
T5158;11;12;92;57;100;75;61;13;35;22;T5158;478;;
T5159;79;79;67;34;45;25;46;99;96;62;T5159;632;;
T5160;90;17;55;14;21;13;27;57;40;100;T5160;434;;
T5161;36;63;21;55;75;44;95;82;15;89;T5161;575;;
T5162;36;17;97;25;33;90;90;21;35;51;T5162;495;;
T5163;56;86;63;69;81;57;22;89;66;23;T5163;612;;
T5164;33;72;76;38;53;65;76;54;59;49;T5164;575;;
T5165;94;51;100;24;59;26;56;99;23;21;T5165;553;;
T5166;75;14;100;42;42;30;27;70;91;61;T5166;552;;
T5167;49;39;65;68;21;78;73;15;10;23;T5167;441;;
T5168;83;50;55;36;13;87;77;61;27;51;T5168;540;;
T5169;70;51;76;88;44;78;78;91;70;31;T5169;677;;
T5170;63;92;57;37;65;85;43;41;18;90;T5170;591;;
T5171;34;74;82;23;22;74;51;29;92;50;T5171;531;;
T5172;79;91;43;68;68;99;98;45;38;20;T5172;649;;
T5173;26;19;15;60;76;82;23;57;47;32;T5173;437;;
T5174;17;84;69;73;79;23;37;62;84;76;T5174;604;;
T5175;27;64;36;49;66;37;31;69;52;12;T5175;443;;
T5176;75;36;41;79;57;28;64;25;45;63;T5176;513;;
T5177;95;31;66;61;29;76;76;80;18;30;T5177;562;;
T5178;54;100;47;54;69;44;33;86;61;92;T5178;640;;
T5179;53;73;99;47;59;89;72;80;89;28;T5179;689;;
T5180;52;11;90;41;40;76;71;23;21;45;T5180;470;;
T5181;96;20;64;23;26;66;66;76;28;21;T5181;486;;
T5182;86;83;97;98;42;51;86;40;61;88;T5182;732;;
T5183;37;43;78;78;23;75;76;68;33;21;T5183;532;;
T5184;29;69;76;20;64;30;21;75;63;93;T5184;540;;
T5185;34;11;53;99;41;22;13;45;39;25;T5185;382;;
T5186;98;100;71;25;97;51;91;84;86;64;T5186;767;;
T5187;28;34;91;54;92;77;86;19;76;16;T5187;573;;
T5188;78;85;77;78;22;56;91;100;92;99;T5188;778;;
T5189;72;66;85;71;37;16;60;94;52;96;T5189;649;;
T5190;57;36;30;22;13;92;81;35;29;93;T5190;488;;
T5191;100;82;59;13;12;59;20;14;54;85;T5191;498;;
T5192;83;61;29;16;41;38;52;55;69;41;T5192;485;;
T5193;18;54;68;46;83;47;72;63;12;71;T5193;534;;
T5194;45;97;99;60;13;35;18;92;12;32;T5194;503;;
T5195;88;94;30;96;94;27;96;88;91;18;T5195;722;;
T5196;77;62;90;42;73;41;57;21;80;45;T5196;588;;
T5197;23;51;54;46;72;81;16;56;66;14;T5197;479;;
T5198;57;66;40;40;73;94;80;14;41;46;T5198;551;;
T5199;77;88;63;74;30;90;16;93;43;82;T5199;656;;
T5200;50;94;92;83;16;78;62;74;100;84;T5200;733;;
T5201;91;91;33;93;39;78;60;62;24;79;T5201;650;;
T5202;77;83;22;94;80;80;59;20;86;26;T5202;627;;
T5203;70;40;97;41;52;71;32;42;99;67;T5203;611;;
T5204;17;60;41;41;94;95;50;92;89;89;T5204;668;;
T5205;53;29;60;50;39;33;14;60;48;45;T5205;431;;
T5206;63;31;100;79;44;39;64;66;62;90;T5206;638;;
T5207;95;46;71;45;72;80;91;99;20;96;T5207;715;;
T5208;58;59;58;38;51;17;26;37;31;23;T5208;398;;
T5209;34;33;98;61;88;36;95;15;79;75;T5209;614;;
T5210;33;33;22;41;52;36;47;57;48;39;T5210;408;;
T5211;96;60;79;35;20;81;75;53;23;45;T5211;567;;
T5212;95;11;83;49;44;67;74;75;50;47;T5212;595;;
T5213;66;71;80;57;64;74;27;13;11;84;T5213;547;;
T5214;10;11;38;81;40;42;68;44;92;95;T5214;521;;
T5215;67;76;83;76;93;68;34;91;13;76;T5215;677;;
T5216;39;10;53;37;88;94;67;86;12;57;T5216;543;;
T5217;31;53;35;66;71;67;16;17;24;82;T5217;462;;
T5218;62;70;50;32;79;13;33;10;33;58;T5218;440;;
T5219;87;17;94;63;92;76;49;35;89;70;T5219;672;;
T5220;80;71;55;83;51;33;58;44;58;62;T5220;595;;
T5221;64;10;69;97;83;60;56;27;67;15;T5221;548;;
T5222;38;29;27;49;13;23;68;92;64;65;T5222;468;;
T5223;73;38;52;50;72;23;31;76;60;34;T5223;509;;
T5224;68;62;64;97;82;15;80;71;31;22;T5224;592;;
T5225;11;30;78;85;63;67;42;62;63;57;T5225;558;;
T5226;88;44;21;81;93;67;46;19;19;23;T5226;501;;
T5227;89;12;11;29;38;49;73;24;53;76;T5227;454;;
T5228;83;93;54;44;61;94;56;97;56;64;T5228;702;;
T5229;47;17;89;42;93;96;76;100;69;57;T5229;686;;
T5230;21;31;56;64;48;41;40;43;63;67;T5230;474;;
T5231;87;40;47;87;96;88;31;52;37;10;T5231;575;;
T5232;10;44;35;99;17;65;43;95;82;16;T5232;506;;
T5233;14;91;63;91;81;57;99;23;99;24;T5233;642;;
T5234;58;54;57;36;87;19;79;57;24;10;T5234;481;;
T5235;35;38;31;27;39;41;61;17;50;43;T5235;382;;
T5236;90;18;61;51;86;92;29;84;46;15;T5236;572;;
T5237;33;39;89;18;83;35;47;75;28;38;T5237;485;;
T5238;13;18;89;24;92;18;91;76;99;54;T5238;574;;
T5239;39;13;41;40;15;64;67;62;91;25;T5239;457;;
T5240;77;77;92;39;60;83;55;42;88;10;T5240;623;;
T5241;22;49;79;27;26;99;14;100;31;44;T5241;491;;
T5242;33;35;22;10;21;89;39;69;70;18;T5242;406;;
T5243;98;10;49;17;67;67;12;72;26;72;T5243;490;;
T5244;12;49;93;16;12;51;63;78;89;12;T5244;475;;
T5245;47;75;93;27;35;43;59;13;86;83;T5245;561;;
T5246;35;12;75;75;41;11;47;17;87;47;T5246;447;;
T5247;31;48;90;59;85;66;19;41;91;57;T5247;587;;
T5248;86;96;43;15;37;28;71;95;73;38;T5248;582;;
T5249;70;94;54;85;13;42;20;36;55;65;T5249;534;;
T5250;13;68;97;99;71;19;23;64;71;55;T5250;580;;
T5251;85;80;93;84;95;42;15;32;78;64;T5251;668;;
T5252;87;58;33;58;93;58;96;54;78;23;T5252;638;;
T5253;47;31;53;94;64;12;67;70;16;64;T5253;518;;
T5254;24;69;54;90;16;43;51;31;76;26;T5254;480;;
T5255;76;89;50;22;70;56;67;80;35;16;T5255;561;;
T5256;33;18;37;82;98;17;81;83;30;79;T5256;558;;
T5257;88;16;36;10;33;54;60;100;20;84;T5257;501;;
T5258;35;53;42;61;33;67;53;80;85;56;T5258;565;;
T5259;59;38;100;43;89;82;81;14;39;81;T5259;626;;
T5260;76;72;52;66;13;94;46;75;78;72;T5260;644;;
T5261;38;14;56;58;80;49;55;71;69;100;T5261;590;;
T5262;58;85;15;84;88;74;22;52;33;77;T5262;588;;
T5263;70;96;72;95;48;69;91;46;45;92;T5263;724;;
T5264;54;57;26;76;31;34;56;59;24;31;T5264;448;;
T5265;24;14;34;34;39;29;68;24;65;31;T5265;362;;
T5266;85;57;13;63;79;20;65;68;35;24;T5266;509;;
T5267;96;66;42;27;69;41;38;76;52;60;T5267;567;;
T5268;40;12;45;86;28;66;65;46;15;70;T5268;473;;
T5269;39;24;53;31;54;98;25;69;76;50;T5269;519;;
T5270;59;100;95;38;69;73;77;99;95;88;T5270;793;;
T5271;42;39;52;94;13;78;15;77;87;23;T5271;520;;
T5272;81;83;31;68;58;24;28;21;30;56;T5272;480;;
T5273;94;95;79;11;79;24;29;97;24;29;T5273;561;;
T5274;30;19;98;52;88;19;36;77;91;34;T5274;544;;
T5275;51;13;18;82;42;62;42;51;49;100;T5275;510;;
T5276;51;18;29;18;89;23;82;98;82;73;T5276;563;;
T5277;77;70;66;92;13;94;36;49;60;45;T5277;602;;
T5278;44;17;45;25;14;81;27;57;72;17;T5278;399;;
T5279;82;35;98;90;24;86;32;67;10;85;T5279;609;;
T5280;18;80;96;79;26;51;29;80;52;85;T5280;596;;
T5281;45;96;85;58;92;38;64;25;47;86;T5281;636;;
T5282;71;53;66;67;50;38;92;11;30;59;T5282;537;;
T5283;13;52;19;73;21;80;31;38;47;35;T5283;409;;
T5284;66;44;65;37;81;74;34;20;29;65;T5284;515;;
T5285;41;29;34;93;97;59;22;87;57;81;T5285;600;;
T5286;69;87;78;67;28;27;34;51;22;34;T5286;497;;
T5287;94;17;25;15;11;57;39;94;62;78;T5287;492;;
T5288;30;10;21;56;24;92;30;89;51;32;T5288;435;;
T5289;37;84;81;23;44;53;36;83;14;97;T5289;552;;
T5290;62;53;24;61;81;85;18;86;51;94;T5290;615;;
T5291;80;59;58;68;91;56;56;68;16;43;T5291;595;;
T5292;39;16;53;57;85;40;53;80;88;79;T5292;590;;
T5293;81;42;17;99;95;66;98;41;90;60;T5293;689;;
T5294;10;79;81;15;48;50;47;35;88;52;T5294;505;;
T5295;60;36;99;77;67;17;93;46;41;78;T5295;614;;
T5296;46;30;35;86;32;14;43;97;39;28;T5296;450;;
T5297;42;60;59;34;35;77;78;51;48;42;T5297;526;;
T5298;15;98;91;33;99;97;83;76;18;60;T5298;670;;
T5299;23;37;85;33;88;98;23;48;15;36;T5299;486;;
T5300;51;50;24;96;13;72;82;24;97;86;T5300;595;;
T5301;71;15;83;28;80;79;61;60;74;63;T5301;614;;
T5302;35;55;35;94;32;78;83;83;63;33;T5302;591;;
T5303;83;71;32;59;29;91;67;91;55;86;T5303;664;;
T5304;40;40;94;90;80;24;91;26;74;93;T5304;652;;
T5305;73;23;30;18;59;63;17;24;87;22;T5305;416;;
T5306;69;83;35;89;73;96;40;88;16;11;T5306;600;;
T5307;18;32;19;80;13;75;45;65;46;43;T5307;436;;
T5308;88;62;79;15;26;30;90;28;39;89;T5308;546;;
T5309;50;69;16;59;55;52;50;49;65;47;T5309;512;;
T5310;12;69;87;47;10;20;63;27;95;79;T5310;509;;
T5311;44;70;82;37;10;47;34;10;74;18;T5311;426;;
T5312;75;50;41;67;52;64;37;98;14;18;T5312;516;;
T5313;17;21;65;95;34;27;17;38;71;44;T5313;429;;
T5314;80;68;66;13;13;77;92;43;17;30;T5314;499;;
T5315;83;53;66;77;51;51;98;92;14;43;T5315;628;;
T5316;10;25;49;30;68;16;41;24;50;90;T5316;403;;
T5317;85;63;79;30;87;71;17;61;60;90;T5317;643;;
T5318;74;13;84;35;10;86;26;65;38;21;T5318;452;;
T5319;14;59;24;32;27;83;59;45;63;88;T5319;494;;
T5320;33;82;33;95;52;54;90;42;48;20;T5320;549;;
T5321;56;82;36;99;86;21;42;93;90;40;T5321;645;;
T5322;81;25;12;50;39;37;42;21;59;65;T5322;431;;
T5323;25;99;81;39;32;11;94;26;22;35;T5323;464;;
T5324;91;61;63;99;81;94;75;72;21;87;T5324;744;;
T5325;21;19;46;73;95;99;90;26;30;91;T5325;590;;
T5326;88;17;64;56;27;11;84;70;87;57;T5326;561;;
T5327;79;27;28;80;67;45;22;47;14;39;T5327;448;;
T5328;58;45;70;34;69;94;67;52;33;57;T5328;579;;
T5329;31;70;52;86;74;71;76;90;79;72;T5329;701;;
T5330;69;35;90;67;100;62;61;94;90;17;T5330;685;;
T5331;31;95;66;51;84;81;52;18;79;50;T5331;607;;
T5332;70;88;72;48;13;60;70;12;77;54;T5332;564;;
T5333;82;17;13;89;58;37;46;15;14;46;T5333;417;;
T5334;93;33;76;35;89;70;32;49;13;34;T5334;524;;
T5335;63;15;85;33;26;97;45;34;79;33;T5335;510;;
T5336;34;18;25;88;12;37;28;24;37;99;T5336;402;;
T5337;90;23;57;48;51;27;38;52;14;53;T5337;453;;
T5338;84;89;69;58;57;99;64;33;87;15;T5338;655;;
T5339;80;54;96;32;24;47;71;49;34;50;T5339;537;;
T5340;27;99;74;95;74;39;10;93;57;62;T5340;630;;
T5341;19;100;47;17;82;12;36;40;34;33;T5341;420;;
T5342;54;76;51;34;56;22;23;69;30;28;T5342;443;;
T5343;47;64;55;81;95;74;80;36;99;24;T5343;655;;
T5344;26;89;99;83;29;43;84;63;73;14;T5344;603;;
T5345;40;39;38;90;21;78;47;27;64;16;T5345;460;;
T5346;82;35;68;25;90;78;23;38;98;10;T5346;547;;
T5347;95;68;17;55;98;93;47;68;27;69;T5347;637;;
T5348;46;90;64;39;38;52;28;53;54;63;T5348;527;;
T5349;84;44;27;84;21;21;80;12;20;46;T5349;439;;
T5350;73;97;66;87;66;72;16;23;28;79;T5350;607;;
T5351;53;84;48;79;31;18;55;33;81;58;T5351;540;;
T5352;71;73;13;21;83;50;32;61;94;22;T5352;520;;
T5353;35;56;22;92;95;68;42;95;49;83;T5353;637;;
T5354;73;62;40;39;80;86;27;57;72;86;T5354;622;;
T5355;84;26;42;17;10;60;33;60;48;77;T5355;457;;
T5356;69;63;86;70;67;100;58;84;31;98;T5356;726;;
T5357;10;13;40;51;40;36;81;63;29;69;T5357;432;;
T5358;64;72;60;12;71;23;92;10;52;58;T5358;514;;
T5359;40;47;40;60;20;27;63;24;16;37;T5359;374;;
T5360;27;43;59;13;29;21;93;93;76;58;T5360;512;;
T5361;98;43;44;83;41;65;73;29;18;61;T5361;555;;
T5362;34;51;82;91;20;49;83;80;96;55;T5362;641;;
T5363;46;70;97;93;53;98;36;75;26;14;T5363;608;;
T5364;95;51;94;67;80;85;98;35;68;52;T5364;725;;
T5365;53;48;92;57;76;32;96;13;61;84;T5365;612;;
T5366;66;100;63;37;35;87;96;19;21;63;T5366;587;;
T5367;25;72;48;85;99;59;40;16;13;80;T5367;537;;
T5368;59;100;69;69;30;66;80;81;58;43;T5368;655;;
T5369;64;75;80;26;54;77;32;70;92;23;T5369;593;;
T5370;28;70;38;54;92;59;45;88;33;27;T5370;534;;
T5371;41;48;62;61;62;23;97;70;86;75;T5371;625;;
T5372;88;88;61;18;13;44;40;78;36;92;T5372;558;;
T5373;27;90;12;45;28;92;41;54;76;80;T5373;545;;
T5374;79;86;56;83;16;84;19;98;25;36;T5374;582;;
T5375;22;90;99;17;39;34;67;24;95;35;T5375;522;;
T5376;23;77;82;77;38;46;93;70;72;55;T5376;633;;
T5377;54;61;50;90;88;38;47;23;11;31;T5377;493;;
T5378;65;75;89;47;65;45;17;61;42;52;T5378;558;;
T5379;88;83;22;63;51;100;14;64;74;56;T5379;615;;
T5380;17;53;15;46;33;34;72;76;29;48;T5380;423;;
T5381;48;43;26;55;85;33;93;53;89;63;T5381;588;;
T5382;75;51;92;69;81;63;25;17;17;77;T5382;567;;
T5383;45;79;55;100;51;13;27;51;93;46;T5383;560;;
T5384;77;34;60;59;23;30;30;17;73;30;T5384;433;;
T5385;51;29;16;81;12;35;55;28;32;89;T5385;428;;
T5386;98;33;57;87;57;99;93;41;95;29;T5386;689;;
T5387;44;96;22;81;98;89;74;70;94;86;T5387;754;;
T5388;51;34;18;33;84;39;40;21;22;31;T5388;373;;
T5389;44;40;57;63;17;11;81;11;71;98;T5389;493;;
T5390;83;99;98;89;61;31;29;61;41;42;T5390;634;;
T5391;26;85;25;91;53;41;22;83;63;50;T5391;539;;
T5392;56;91;20;25;49;90;40;11;77;82;T5392;541;;
T5393;27;87;31;61;87;41;27;76;59;82;T5393;578;;
T5394;19;25;92;68;64;58;35;18;89;46;T5394;514;;
T5395;74;91;66;51;66;77;84;17;18;73;T5395;617;;
T5396;12;98;15;62;93;50;88;59;40;79;T5396;596;;
T5397;90;20;34;16;42;30;67;98;92;38;T5397;527;;
T5398;46;45;70;80;90;29;26;22;30;87;T5398;525;;
T5399;53;30;58;99;13;41;33;91;46;10;T5399;474;;
T5400;17;59;53;88;68;71;36;73;55;44;T5400;564;;
T5401;36;11;50;67;69;25;74;31;97;82;T5401;542;;
T5402;79;24;10;85;95;67;10;93;56;27;T5402;546;;
T5403;32;24;37;60;46;23;59;31;56;69;T5403;437;;
T5404;57;63;77;57;36;61;91;49;85;22;T5404;598;;
T5405;45;68;25;61;75;18;56;64;38;46;T5405;496;;
T5406;41;71;47;60;70;88;89;18;24;74;T5406;582;;
T5407;20;49;64;70;66;64;23;64;73;90;T5407;583;;
T5408;39;78;89;36;28;85;21;67;40;49;T5408;532;;
T5409;68;69;79;62;60;96;49;84;48;70;T5409;685;;
T5410;17;28;19;27;40;77;86;78;70;87;T5410;529;;
T5411;36;51;70;91;39;63;81;75;34;70;T5411;610;;
T5412;71;41;58;79;22;13;72;35;61;29;T5412;481;;
T5413;23;47;32;81;63;38;35;70;39;98;T5413;526;;
T5414;29;15;27;53;20;51;97;45;44;66;T5414;447;;
T5415;79;81;55;16;63;93;60;84;35;14;T5415;580;;
T5416;99;15;56;92;26;47;33;52;20;95;T5416;535;;
T5417;62;41;13;22;66;40;39;98;28;85;T5417;494;;
T5418;94;62;44;83;22;86;64;45;69;23;T5418;592;;
T5419;35;84;79;15;67;33;12;44;54;10;T5419;433;;
T5420;76;29;11;42;72;47;69;65;61;81;T5420;553;;
T5421;20;16;46;92;12;86;40;32;26;28;T5421;398;;
T5422;60;92;16;80;87;29;40;31;90;32;T5422;557;;
T5423;55;72;55;14;23;13;90;19;85;47;T5423;473;;
T5424;86;81;91;19;78;86;75;38;86;70;T5424;710;;
T5425;23;14;97;91;80;54;29;56;34;99;T5425;577;;
T5426;63;80;68;84;73;32;59;54;68;52;T5426;633;;
T5427;18;25;21;75;44;76;77;41;35;43;T5427;455;;
T5428;22;69;74;35;55;27;85;55;44;45;T5428;511;;
T5429;37;50;69;26;15;77;94;45;89;38;T5429;540;;
T5430;36;59;93;77;66;73;99;65;37;90;T5430;695;;
T5431;99;12;91;64;13;36;33;29;83;23;T5431;483;;
T5432;73;51;10;76;72;59;71;86;64;22;T5432;584;;
T5433;21;71;15;50;21;20;63;33;28;85;T5433;407;;
T5434;37;39;17;72;60;26;42;46;38;64;T5434;441;;
T5435;63;35;26;91;81;16;42;25;82;21;T5435;482;;
T5436;90;46;100;32;58;20;96;27;43;41;T5436;553;;
T5437;44;95;29;48;61;98;54;81;72;72;T5437;654;;
T5438;71;38;10;12;92;60;52;54;65;16;T5438;470;;
T5439;81;33;22;45;25;96;15;80;82;59;T5439;538;;
T5440;40;84;21;95;77;48;69;77;59;58;T5440;628;;
T5441;11;64;96;69;19;19;43;28;31;64;T5441;444;;
T5442;44;49;97;85;69;59;44;68;68;84;T5442;667;;
T5443;37;82;51;28;28;14;13;39;77;88;T5443;457;;
T5444;66;20;27;14;56;94;87;31;56;76;T5444;527;;
T5445;23;93;82;16;79;81;68;26;56;45;T5445;569;;
T5446;13;23;58;33;33;63;55;30;39;18;T5446;365;;
T5447;13;71;90;86;42;81;23;76;77;11;T5447;570;;
T5448;53;73;28;19;71;13;28;44;75;21;T5448;425;;
T5449;34;20;13;82;35;87;51;25;13;98;T5449;458;;
T5450;50;93;74;28;86;79;39;48;14;90;T5450;601;;
T5451;44;27;95;79;69;54;65;78;67;22;T5451;600;;
T5452;63;89;75;17;76;91;55;77;33;25;T5452;601;;
T5453;28;89;43;36;39;14;71;78;15;95;T5453;508;;
T5454;60;31;72;15;40;15;36;70;45;70;T5454;454;;
T5455;75;54;52;83;17;85;95;80;90;84;T5455;715;;
T5456;60;83;51;15;11;63;45;83;11;23;T5456;445;;
T5457;72;41;44;55;23;71;72;33;87;46;T5457;544;;
T5458;34;94;28;37;29;27;92;87;92;10;T5458;530;;
T5459;87;26;33;74;66;72;22;26;90;63;T5459;559;;
T5460;92;46;23;41;83;88;20;11;54;81;T5460;539;;
T5461;18;30;44;49;15;20;73;58;85;52;T5461;444;;
T5462;68;46;19;60;25;47;64;76;23;81;T5462;509;;
T5463;39;42;43;46;78;64;31;54;50;20;T5463;467;;
T5464;44;87;72;48;50;99;66;79;24;15;T5464;584;;
T5465;85;61;30;92;27;59;41;76;77;95;T5465;643;;
T5466;21;85;91;43;17;86;99;71;90;90;T5466;693;;
T5467;84;92;75;28;94;19;68;97;24;45;T5467;626;;
T5468;65;89;97;51;87;80;36;27;14;92;T5468;638;;
T5469;68;72;13;89;30;95;13;39;69;22;T5469;510;;
T5470;74;59;94;32;84;28;44;92;52;68;T5470;627;;
T5471;19;64;76;54;95;39;37;39;65;41;T5471;529;;
T5472;53;53;78;57;45;59;17;16;62;49;T5472;489;;
T5473;92;56;72;73;72;36;84;66;56;87;T5473;694;;
T5474;12;14;84;62;82;48;92;87;88;53;T5474;622;;
T5475;29;94;56;27;88;99;18;95;70;47;T5475;623;;
T5476;16;75;75;14;59;52;72;90;92;21;T5476;566;;
T5477;93;68;14;44;50;25;57;37;22;43;T5477;453;;
T5478;42;69;97;16;22;30;67;99;97;45;T5478;584;;
